word	translation	frequency	source	review_reason	alt_translation
pollock	n. [动]青鳕；Pollock.；n. 波洛克（男子名）	1314501	both	close_common	n. [动]青鳕|=pollack.|Pollock.|n. 波洛克（男子名）
malvinas	玛尔维娜(女子名)[亦作 Malvine]	1287464	both	close_common	Malvinas Islands (Falklands) 玛尔维娜岛屿
eudora	一种电子邮件软件，由Qualcomm公司出品	1269763	both	close_common	n. [计] 一种电子邮件软件；由Qualcomm公司出品|n. 尤朵拉（女子名）
sildenafil	西地那非； [医]昔多芬，一氧化氮样药物，商品名Viagra（伟哥）	1269245	both	domain_medical	昔多芬； 一氧化氮样药物； 商品名Viagra(伟哥)
calypso	n. 卡利普索民歌；匙唇兰；Calypso.；n. [希神]卡吕普索(海之女神)	1268267	both	tld_rejected	海中女神（荷马《奥德赛》中人物）
racine	拉辛(①姓氏 ② Baptiste, 1639-1699, 法国剧作家)	1267167	both	close_common	拉辛(①姓氏 ②Jean Baptiste,  1639-1699, 法国剧作家)
retinal	[生化] 视黄醛（等于retinene）	1253019	both	domain_medical	adj. 视网膜的
fv	abbr. [军] Vehicle；战斗车辆	1248479	both	score	flush valve 冲洗阀; femtovolt 毫微微伏; fuel valve 燃料阀; fire vent 火焰口出烟口
comfy	舒服的；轻松的（等于comfortable）	1245404	both	close_common	adj. <口>舒服的；舒适的|=comfortable
canning	n. 罐头制造业；装罐头；Canning.；n. 坎宁（姓氏）	1237146	both	close_common	n. 罐头制造业；装罐头|动词can的现在分词形式.|Canning.|n. 坎宁（姓氏）
charley	[男子名] 查利 Charles的昵称	1218174	both	close_common	n.  <英> 蠢人（=charlie)|Charley|n.  查理（男子名）
cordoba	n. 科多瓦(尼加拉瓜的货币单位)；Cordoba.；n. 科尔多瓦（西班牙城市)；n. 科尔多瓦(阿根廷城市)	1201447	both	close_common	n. 科多瓦(尼加拉瓜的货币单位)|Cordoba.|n. 科尔多瓦（西班牙城市)(=Cordova)|n. 科尔多瓦(阿根廷城市)
goldsmith	n. 金匠；Goldsmith.；n. 戈德史密斯（姓氏）	1197840	both	close_common	n. 金匠|Goldsmith.|n. 戈德史密斯（姓氏）
hawking	n. 利用鹰行猎；贩卖；Hawking: 霍金（人名）.	1194571	both	close_common	n. 利用鹰行猎；贩卖|动词hawk的现在分词形式.|Hawking: 霍金（人名）.
mcmillan	麦克米伦 (①姓氏 ② Mattison, 1907-, 美国化学家, 曾获1951年诺贝尔化学奖)	1191476	both	close_common	麦克米伦 (①姓氏 ②Edwin Mattison,  1907-, 美国化学家, 曾获1951年诺贝尔化学奖)
emanuel	伊曼纽尔（亦作Emmanuel,Immanuel）	1185579	both	close_common	n. 伊曼纽尔(男子名)；以马内利（希伯来语，意为“上帝与我们同在“）|=Emmanuel.|=Immanuel.
serene	adj. 安详的；宁静的；平静的；Serene.；adj. 尊贵的	1185408	both	close_common	adj. 安详的；宁静的；平静的|Serene.|adj. 尊贵的
winona	威诺娜（亦作 Wenona, Wenonah）	1182765	both	close_common	n. 威诺娜(亦作 Wenona；Wenonah)(f
orwell	奥韦尔(①姓氏 ②George, 本名 Blair, 1903-1950, 英国小说家及散文家)	1177438	both	close_common	奥韦尔(①姓氏 ②George, 本名 Eric Blair,  1903-1950, 英国小说家及散文家)
rhythmic	[生物] 有节奏的（等于rhythmical）；间歇的；合拍的	1177228	both	domain_medical	adj. 有节奏的；有韵律的
psyche	n. 【C】精神；心灵；灵魂；Psyche：[希神]塞姬（爱神丘比特所爱的美女）.	1166306	both	close_common	n. 【C】精神；心灵；灵魂|Psyche：[希神]塞姬（爱神丘比特所爱的美女）.
yc	云南商务管理体系（ Commodity和 Commerce的缩写）；重型橡套软电缆的一种型号	1156265	both	close_common	(=y-chromosome) y染色体,(=young controls) 青年对照组
gretchen	格雷琴(Margaret的昵称)	1149394	both	close_common	n. 格雷琴(Margaret的昵称)(f
scotty	苏格兰狗（等于Scottie）	1140138	both	close_common	n. [亦作s-] = Scottie
tortoise	龟，[脊椎] 乌龟（等于testudo）；迟缓的人	1133746	both	hal_rejected	n. 龟
mwf	abbr. ' 女医务人员联合会； Forces；水雷作战部队	1131918	both	score	Maxwell-Wagner frequency 麦克斯韦-韦格内频率; mucociliary wave frequency 粘液纤毛波动频率; methanol-water fraction 甲醇-水组分; modified weighting factor 修正加权[权重]系数
zachary	圣扎迦利（等于Zacharias, Saint）；扎卡里（男子名）	1129405	both	close_common	n. 圣扎迦利(即Zacharias；Saint)
venezia	（意）威尼斯（等于Venice）	1129344	both	close_common	n. 威尼斯（Venice的意大利名称）
coz	堂兄弟姐妹；表兄弟姐妹（等于cousin）	1113081	both	close_common	abbr. 堂(或表)兄弟(姐妹) (=cousin)|abbr. 由于；因为 =cuz
westinghouse	威斯丁豪斯(①姓氏 ②George, 1846-1914, 美国发明家)	1112917	both	close_common	威斯丁豪斯(①姓氏 ②George,  1846-1914, 美国发明家)
dhl	敦豪速递公司（Dalsey， Lynn是一家国际快递公司）	1107599	both	close_common	abbr. 希伯来文学博士（=doctor of Hebrew literature）
gallup	n. 盖洛普（美国新墨西哥州城市名）；n. 盖洛普(姓氏； Horace；美国统计学家；盖洛普民意测验的创始人)	1092401	both	close_common	n. 盖洛普（美国新墨西哥州城市名）|n. 盖洛普(姓氏；George Horace；美国统计学家；盖洛普民意测验的创始人)
weller	韦勒 （姓氏； Huckle, 1915-，美国微生物学家，曾获1954年诺贝尔生理学-医学奖）	1086983	both	close_common	韦勒 (①姓氏 ②Thomas Huckle,  1915-, 美国微生物学家, 曾获1954年诺贝尔生理学-医学奖)
johanna	约翰娜(Joanna的异体)	1084085	both	close_common	n. 约翰娜(Joanna的异体)(f
cottonwood	n. [植]三角叶杨；棉白杨；Cottonwood.；n. 科顿伍德河(美明尼苏达州河流名)	1072505	both	close_common	n. [植]三角叶杨；棉白杨|Cottonwood.|n. 科顿伍德河(美明尼苏达州河流名)
homewood	霍姆伍德； [地名] [加拿大、美国、新西兰] 霍姆伍德	1070118	both	close_common	n. 霍姆伍德(在美国；西经 87º40' 北纬 41º34')
kuhn	库恩（姓氏； Richard, 1900-1967，生于奥地利的德国化学家，曾获1938年诺贝尔化学奖）	1067449	both	close_common	库恩(①姓氏 ②Richard,  1900-1967, 生于奥地利的德国化学家, 曾获1938年诺贝尔化学奖)
sua	( account单用户帐号)	1059911	both	score	子系统基于UNIX的应用程序（Subsystem for UNIX-based Applications）；单用户帐号（Single User Account）；特殊用途空域（Special Use Airspace）；美国索卡大学（Soka University of America）
macleod	麦克劳德(①姓氏 ② Rickard, 1876-1935, 英国生理学家, 曾获1923年诺贝尔生理学-医学奖)	1055084	both	close_common	麦克劳德(①姓氏 ②John James Rickard,  1876-1935, 英国生理学家, 曾获1923年诺贝尔生理学-医学奖)
hackney	n. 乘用马；出租马车；受雇的人；adj. 陈腐的；受雇的；v. 使变平凡；使变得世故、老练；Hackney；n. 海克尼挽马；哈克尼(英格兰地名)	1054260	both	close_common	n. 乘用马；出租马车；<古>受雇的人|adj. 陈腐的；受雇的|v. 使变平凡；<古>使变得世故、老练|Hackney|n. 海克尼挽马；哈克尼(英格兰地名)
interconnected	adj. 相互连接的；v. interconnect的动词过去式、过去分词	1052701	both	close_common	adj. 相互连接的|v. interconnect的动词过去式、过去分词
ridley	鳞龟属动物（产于墨西哥湾，等于Lepidochelys）	1047880	both	close_common	n. 鳞龟属动物 (产于墨西哥湾=Lepidochelys)
cleo	n. 克利奥(女子名；Cleopatra的昵称)	1038418	both	score	clear language for expressing orders 用于表达命令的清晰语言
gustav	[男子名] 古斯塔夫 Gustavus的变体	1035533	both	close_common	n. 古斯塔夫(男子名)|=Gustavus.
dissenting	不同意的（等于dissentient）	1034592	both	close_common	adj. 不同意的|动词dissent的现在分词形式.
montague	[男子名] [英格兰人姓氏] 蒙塔古 Montagu的变体； [地名] [加拿大、美国] 蒙塔古	1033786	both	hal_rejected	n. 蒙塔古(《罗密欧与朱丽叶》中罗密欧家族的姓氏)
darlene	达琳（亦作 Darleen）	1030408	both	close_common	n. 达琳(亦作 Darleen) (f
wilbur	威尔伯（男子名，等于Wilber）	1029357	both	close_common	n. 威尔伯(亦作Wilber)(m
caucasus	高加索（俄罗斯南部地区，位于黑海和里海之间，等于Caucasia）；高加索山脉（等于 Mountains）	1025795	both	close_common	n. 高加索山脉；高加索（苏联欧洲部分东南部的地区）|=Caucasia.
rochdale	principles[复]罗奇代尔合作社原则	1024637	both	close_common	principles[复]罗奇代尔合作社原则
swatch	n. （布料等的）样品；Swatch.；n. 斯沃琪(一瑞士手表品牌)	1020069	both	close_common	n. （布料等的）样品|Swatch.|n. 斯沃琪(一瑞士手表品牌)
marsha	玛莎(Marcia的异体)	1008975	both	close_common	n. 玛莎(Marcia的异体)(f
badgers	n. 獾；獾皮(毛)；Badger:獾州人(对威斯康星州人的昵称).；v. 纠缠；一再烦扰；吵着要	1004989	both	score	獾( badger的名词复数 ); 獾皮; （大写）獾州人（美国威斯康星州人的别称）; <动><澳>毛鼻袋熊
garter	n. 吊袜带；Garter：嘉德勋章；嘉德勋位的成员.；v. 用吊带系紧	1004872	both	close_common	n. 吊袜带|Garter：嘉德勋章；嘉德勋位的成员.|v. 用吊带系紧
krause	[医]唇压肌； [人名] 克劳斯	988956	both	domain_medical	n. 克劳斯
hemorrhage	[病理] 出血（等于haemorrhage）；番茄汁	978574	both	domain_medical	n. 出血；溢血；失控的行为
perrin	佩兰( Baptiste, 1870-1942, 法国物理学家, 曾获1926年诺贝尔物理学奖)	976712	both	close_common	佩兰(Jean Baptiste,  1870-1942, 法国物理学家, 曾获1926年诺贝尔物理学奖)
wmf	Windows图元文件格式	974604	both	close_common	Windows图元文件格式。
carlyle	n. 卡莱尔(①姓氏；男子名 ②Thomas；1795-1881；苏格兰作家；历史学家；哲学家)	972446	both	close_common	n. 卡莱尔(①姓氏；男子名 ②Thomas；1795-1881；苏格兰作家；历史学家；哲学家)
aeronautical	航空的；航空学的；飞机驾驶员的（等于aeronautic）	970791	both	close_common	adj. 航空的；航空学的|=aeronautic.
tux	男士无尾半正式晚礼服（等于tuxedo）	966952	both	close_common	n. 男士无尾半正式晚礼服(=tuxedo)
hemoglobin	[生化] 血红蛋白（等于haemoglobin）；血红素	942297	both	domain_medical	n. 血红蛋白（hemo前缀解释为血；globin解释为球蛋白）
zi	美国本土，后方地带（等于 interior）	940621	both	close_common	abbr. 后方地带（=zone of interior）
jesuit	耶稣会信徒；阴险的人（等于jersuit）	938697	both	close_common	n. 阴险的人；阴谋家|Jesuit: 耶稣会信徒.
whitley	[英格兰人姓氏] 惠特利 Whiteley的变体； [地名] [英国] 惠特利	935021	both	close_common	Council 惠特利协议会(即英国联合工业协议会)
hanukkah	光明节（犹太教节日，等于Chanukah）	929056	both	close_common	n. 光明节(犹太纪念节日之一)|=Chanukah.
takahashi	高桥[日本]； [地名] [日本] 高梁	926210	both	close_common	n. 高梁(在日本东经 133º38' 北纬 34º48')；高桥（姓氏）
bonneville	博纳维尔牌汽车； 犹他州的邦纳维尔； [医]宝石柱白鲑； [人名] 博纳维尔； [地名] [法国] 博讷维尔	915224	both	domain_medical	n. 博纳维尔
wiener	（美）维也纳香肠（等于frankfurter）	910477	both	close_common	n. 小熏肠；维也纳香肠(=frankfurter)；小鸡鸡(儿语)|=wienie；weenie.
landry	兰德里； [地名] [法国] 朗德里	909412	both	domain_legal	n. 兰德里（姓氏）
counsellor	顾问；参赞；辅导员（等于counselor）；律师；法律顾问	908417	both	close_common	n. 顾问；辅导员；律师|=counselor(美).
belgique	比利时（西欧国家，首都布鲁塞尔Brussels）	908226	both	close_common	n. 比利时|=Belgium.
zithromax	[医]希舒美（含 dihydrate）	906288	both	domain_medical	希舒美(含azithromycin dihydrate)<抗生素类药>
rainier	adj. 多雨的；形容词rainy的比较级形式.；Rainier.；n. 雷尼尔山（美国华盛顿州中西部火山）	905792	both	close_common	adj. 多雨的|形容词rainy的比较级形式.|Rainier.|n. 雷尼尔山（美国华盛顿州中西部火山）
peyton	佩顿（亦作 Payton）	904978	both	close_common	n. 佩顿(亦作 Payton)(m
mandela	纳尔逊曼德拉 Nelson, [1918, 南非黑人反种族隔离活动家]	899703	both	close_common	纳尔逊曼德拉 Nelson, [1918, 南非黑人反种族隔离活动家]
rawlings	[英格兰人姓氏] 罗林斯取自父名，来源于Rawling,含义是“罗林之子”	896378	both	hal_rejected	(姓)
reverence	n. 敬畏；尊敬；尊严；v. 尊敬；敬畏；崇敬；Reverence: 对某些基督教神职人员的尊称.	893456	both	close_common	n. 敬畏；尊敬；尊严|v. 尊敬；敬畏；崇敬|Reverence: 对某些基督教神职人员的尊称.
guillaume	纪尧姆（姓氏； Edouard, 1861-1938，生于瑞士的法国物理学家，曾获1920年诺贝尔物理学奖）	883930	both	close_common	纪尧姆(①姓氏 ②Charles Edouard,  1861-1938, 生于瑞士的法国物理学家, 曾获1920年诺贝尔物理学奖)
venerable	adj. 值得尊敬的；庄严的； Venerable.；adj. (英国国教的)副主教的称；(天主教)被列入可敬的称号	882393	both	close_common	adj. 值得尊敬的；庄严的|the Venerable.|adj. (英国国教的)副主教的称；(天主教)被列入可敬的称号
marge	边缘（等于margin）	876008	both	close_common	n. <英>人造黄油（=margarine）；<古>边；缘
edema	[病理] 水肿（等于oedema）；瘤腺体	873634	both	close_common	n.  [医]浮肿； 水肿； [植]瘤腺体|<美>(=oedema )
redondo	[秘鲁、多米尼加共和国、美国] 雷东多； [地名] [葡萄牙] 雷东杜	870479	both	close_common	n. 雷东杜(在葡萄牙；西经 7º32' 北纬 38º38')
rationality	n. 理性；合理性；rationalities:合理的意见（信仰、行为等）.	867752	both	close_common	n. 理性；合理性|（复数）rationalities:合理的意见（信仰、行为等）.
kilometer	[计量] 公里；[计量] 千米（等于kilometre）	867428	both	close_common	n. =kilometre 公里；千米(略作km)
justine	贾丝廷(Justina的异体)	866589	both	close_common	n. 贾丝廷(女子名；Justina的异体)
cray	小龙虾（等于crayfish）	861878	both	score	n.  <澳新>=crayfish
sanger	桑格（姓氏； Frederick, 1918-，美国生物化学家，曾获 1958年诺贝尔化学奖）	861440	both	close_common	桑格(①姓氏 ②Frederick,  1918-, 美国生物化学家, 曾获 1958年诺贝尔化学奖)
woodwind	n. 木管乐器；（复）woodwinds: 木管乐队.	861164	both	close_common	n. 木管乐器|（复）woodwinds: 木管乐队.
carta	[计] - Analysis,计算机辅助记录器捕获分析	860402	both	close_common	n. 君士坦丁(在阿尔及利亚；东经 6º43' 北纬 36º25')
naturist	裸体主义者（指认为裸体有益身心的人）；天体运动者（等于nudist）	860242	both	close_common	n. (=nudist)天体运动者；裸体主义者(指认为裸体有益身心的人)
ollie	奥利（男子名，等于Oliver）；奥莉（女子名，等于Olive）；翱骊（滑板的一种动作）	855837	both	close_common	n. 奥利(男子名；Oliver的昵称)
rousseau	n. 卢梭(1844-1910)；名Hanri；法国原始派风格画家；n. 卢梭(1712-1778)；名 Jacques；法国启蒙思想家；哲学家	855380	both	close_common	n. 卢梭(1844-1910)；名Hanri；法国原始派风格画家|n. 卢梭(1712-1778)；名Jean Jacques；法国启蒙思想家；哲学家；教育家和文学家|n. 卢梭(1812-1867)；名Pierre；法国风景画家；巴比松画派主要人物之一
dulles	杜勒斯(①姓氏 ② Foster, 1888-1959, 曾于1953-1959任美国国务卿)	853060	both	close_common	杜勒斯(①姓氏 ②John Foster,  1888-1959, 曾于1953-1959任美国国务卿)
scotts	斯科茨； [地名] [美国] 斯科茨	850659	both	close_common	n. 斯科茨(在美国；西经 85º27' 北纬 42º12')
mott	莫特(①姓氏 ② Raleigh, 1865-1955, 美国宗教家, 曾获1946年诺贝尔和平奖 ③Lucretia, 1793-1880, 本姓Coffin	849625	both	close_common	莫特(①姓氏 ②John Raleigh,  1865-1955, 美国宗教家, 曾获1946年诺贝尔和平奖 ③Lucretia,  1793-1880, 本姓Coffin, 美国女社会改革家)
diflucan	[医]大扶康（含 fluconazole）	849279	both	domain_medical	大扶康(含 fluconazole)
kgs	千克（重量单位，kilograms）；生酮类固醇；吉尔吉斯斯坦索姆（吉尔吉斯斯坦货币名）；毛重净重	843641	both	close_common	(=ketogenic steroid(s)) 生酮类固醇
nema	[古生物]线管； [医][希]线虫：同nematode； 刺丝	842041	both	domain_medical	n. 美国全国电器制造商协会
schiller	席勒(①姓氏 ② von, 1759Schiller1805, 德国诗人及剧作家)	841687	both	close_common	席勒(①姓氏 ②Johann Christoph Friedrich von,  1759Schiller1805, 德国诗人及剧作家)
clovis	[法]克洛维斯； [人名] 克洛维斯； [地名] [美国] 克洛维斯	837893	both	domain_legal	n. 克洛维斯
doodle	v. 乱写；乱画；信手涂鸦；n. 乱写；乱画；Doodle；n. 谷歌涂鸦（搜索引擎谷歌Google于节日和其他纪念日在主页上展示的定制版谷歌图标）	821153	both	close_common	v. 乱写；乱画；信手涂鸦|n. 乱写；乱画|Doodle|n. 谷歌涂鸦（搜索引擎谷歌Google于节日和其他纪念日在主页上展示的定制版谷歌图标）
mchenry	[苏格兰人、爱尔兰人姓氏] 麦克亨利盖尔语姓氏的英语形式，来源于教名Henry的盖尔语形式； [地名] [美国] 麦克亨利	820692	both	close_common	n. 麦克亨利(在美国；西经 89º09' 北纬 30º41')
shabbat	（犹太教）安息日（等于Shabbos，Shabbas）	820362	both	close_common	n. (犹太教)安息日(亦作Shabbos；Shabbas)
cartwright	n. 车匠；修车工；Cartwright.；n. 卡特赖特(名字)；卡特赖特·埃德蒙(英国动力织机发明者；1743-1823)	815878	both	close_common	n. 车匠；修车工|Cartwright.|n. 卡特赖特(名字)；卡特赖特·埃德蒙(英国动力织机发明者；1743-1823)
ramsay	拉姆齐(①姓氏 ② William, 1852-1916, 英国化学家, 氦的发现者, 曾获1904年诺贝尔化学奖)	813241	both	close_common	拉姆齐(①姓氏 ②Sir William,  1852-1916, 英国化学家, 氦的发现者, 曾获1904年诺贝尔化学奖)
bebe	[医]婴儿（计算机病毒名）； [人名] 比比	811435	both	domain_medical	n. 比比
joann	[女子名] 乔安 Joan的变体； [人名] 琼	807437	both	hal_rejected	n. 琼
gonzaga	[巴西、意大利] 贡扎加； [地名] [菲律宾] 贡萨加	806455	both	close_common	n. 贡扎加(在意大利；东经 10º49' 北纬 44º58')
palmyra	n. [植]扇叶树头榈；Palmyra.；n. 帕尔米拉(叙利亚城市名)	801644	both	close_common	n. [植]扇叶树头榈|Palmyra.|n. 帕尔米拉(叙利亚城市名)
hearst	赫斯特(①姓氏 ② Randolph； 1863-1951； 美国新闻经营者 ③ Randolph； Jr.；1908-；美国新闻经营者)	799065	both	close_common	赫斯特(①姓氏 ②William Randolph；  1863-1951； 美国新闻经营者 ③Willian Randolph； Jr.；1908-；美国新闻经营者)
yasmin	[医]雅司明(drospirenone和 estradil口服剂)； [人名] 亚斯明，亚丝明（女名）	797806	both	domain_medical	n. 亚斯明; 亚丝明
ningbo	宁波（中国地名，旧译Ningpo）	797466	both	close_common	宁波[浙江省](旧译Ningpo)
wearable	adj. 可以穿戴、佩带的；n. （复）wearables: 衣服	795330	both	close_common	adj. 可以穿戴、佩带的|n. （复）wearables: 衣服
kingfisher	n. 翠鸟；Kingfisher.；n. 翠丰公司(英国的一家主要经营零售的公司)	793272	both	close_common	n. 翠鸟|Kingfisher.|n. 翠丰公司(英国的一家主要经营零售的公司)
mares	[医]母马； [人名] 马雷斯	789891	both	domain_medical	n. 马雷斯
yeti	雪人（等于 Snowman）	787113	both	close_common	n. (传说中喜马拉雅山的)雪人(=Abominable Snowman)
isolde	n. 伊索尔德（女子名；嫁给康沃尔的国王Mark却被骑士Tristan所爱的爱尔兰公主）	786673	both	close_common	n. 伊索尔德（女子名；嫁给康沃尔的国王Mark却被骑士Tristan所爱的爱尔兰公主）
loeb	罗卜（Jacques；1859-1924生于德国的美国生理学家及生物学家）	786285	both	close_common	罗卜(Jacques,  1859-1924生于德国的美国生理学家及生物学家)
sdf	abbr. [军] Forces；自卫队	781787	both	score	special duty flight 特别任务飞行; standard data format 标准数据格式; static direction finder 静止测向仪; 固定测向仪
starved	（等于starving）饥饿的	781539	both	close_common	adj. 饥饿的|动词starve的过去式和过去分词.
sitcom	n. 情景喜剧；SITCOM.；n. 单收入、有两个孩子及沉重房贷负担的家庭	781513	both	close_common	n. 情景喜剧（=situation comedy）|SITCOM.|n. 单收入、有两个孩子及沉重房贷负担的家庭(=Single Income Two Children Oppressive Mortgage)
janssen	[医]杨森（药厂名）； [人名] 詹森	770951	both	domain_medical	n. 詹森
kinsey	n. [姓氏] 金赛； Kinsey； 金赛教授(著有>； 调查美国人之性行为)	768538	both	close_common	n.  [姓氏] 金赛|Alfred Charles Kinsey； 金赛教授(著有<<金赛报告>>； 调查美国人之性行为)
rmb	人民币（等于Renminbi）	767041	both	close_common	abbr. 人民币(=Renminbi)
jeannie	[女子名] 珍妮 Jane,Jean,Joan,Joanna等的昵称	759553	both	close_rich	n. 珍妮
connexion	连接，联系（等于connection）	755291	both	close_common	n. 联系；连结|= connection（美）.
drayton	德雷顿(①姓氏 ②Michael, 1563-1631, 英国诗人)	749219	both	close_common	德雷顿(①姓氏 ②Michael,  1563-1631, 英国诗人)
adecco	Adecco公司(财富500强公司之一, 总部所在地瑞士, 主要经营)	745855	both	close_common	Adecco公司(财富500强公司之一, 总部所在地瑞士, 主要经营)
kfc	肯德基（ Chicken，快餐连锁店品牌）	744841	both	close_common	abbr. (商标)肯德基 (=Kentucky Fried Chicken)
bigfoot	大脚；传说中生存于北美洲西北部太平洋沿岸森林中的野人（等于Sasquatch）	743525	both	close_common	n. 大脚怪(据称生活在北美洲西北部太平洋沿岸森林中的野人；亦称Sasquatch)
margo	[医]缘,Margo：马戈	743004	both	close_common	[医]缘,Margo：马戈（人名）
gentile	n. 异教徒；adj. 异教徒的；Gentile: n.；非犹太教徒；非摩门教徒；adj. 非犹太人的；非摩门教徒的	741856	both	close_common	n. 异教徒|adj. 异教徒的|Gentile: n.；非犹太教徒；非摩门教徒|adj. 非犹太人的；非摩门教徒的
